city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
San Patricio,40,MX,1538152860,59,19.22,-104.7,91.4,3.24
Bajil,0,YE,1538155618,65,15.06,43.29,80.21,3.24
Tipuani,64,BO,1538155618,67,-15.56,-68.02,78.59,2.68
Jiwani,0,PK,1538155618,91,25.05,61.74,79.58,11.41
Nouadhibou,8,MR,1538154000,65,20.93,-17.03,78.8,19.46
Aksu,12,CN,1538155618,70,41.12,80.26,43.58,2.57
Aksarka,92,RU,1538155619,99,66.56,67.8,44.75,13.31
Geraldton,0,AU,1538154000,55,-28.77,114.6,64.4,11.41
La Rioja,12,AR,1538155619,64,-29.41,-66.86,80.3,4.47
Duldurga,88,RU,1538155619,99,50.67,113.59,42.59,11.86
Abu Kamal,0,SY,1538155619,24,34.45,40.92,73.91,5.37
Punta Alta,0,AR,1538154000,51,-27.46,-55.82,86.0,9.17
Orcopampa,92,PE,1538155620,34,-15.27,-72.34,48.35,2.46
Zunyi,92,CN,1538155620,97,27.73,106.92,60.5,3.02
Ulagan,8,RU,1538155620,73,50.63,87.96,25.4,2.35
Yurla,92,RU,1538155620,92,59.33,54.32,42.5,10.85
Port Lincoln,24,AU,1538155620,100,-34.72,135.86,47.36,6.38
La Union,0,ES,1538154000,60,37.62,-0.88,80.6,6.93
Korla,88,CN,1538155621,82,41.76,86.15,47.54,2.68
Ranfurly,8,NZ,1538155621,70,-45.13,170.1,38.0,12.41
Litovko,0,RU,1538155622,86,49.24,135.18,35.57,2.35
Kargil,36,IN,1538155622,77,34.57,76.1,25.85,1.57
Sao Joao da Barra,75,BR,1538154000,61,-21.64,-41.05,82.4,18.34
Mukhen,0,RU,1538155623,80,48.19,136.14,32.6,3.69
Gazojak,8,TM,1538155623,58,41.19,61.4,62.03,11.41
Dwarka,0,IN,1538152200,62,28.58,77.04,84.2,2.68
Mayor Pablo Lagerenza,76,PY,1538155624,61,-19.93,-60.77,92.09,14.54
Kaoma,20,ZM,1538155624,24,-14.8,24.8,81.83,8.28
Sarwar,0,IN,1538155624,68,26.06,75.01,69.5,2.68
Sarkand,56,KZ,1538155624,51,45.41,79.91,59.15,7.27
Shelburne,20,CA,1538154000,52,44.08,-80.2,69.8,13.87
Sulangan,8,PH,1538155625,100,11.14,123.72,82.82,15.21
San Felipe,0,MX,1538155625,93,31.02,-114.84,89.03,3.58
Parksville,20,CA,1538154000,68,49.32,-124.32,64.4,2.24
Sur,0,OM,1538155626,100,22.57,59.53,82.1,7.38
Ciudad Bolivar,0,VE,1538155626,67,8.12,-63.55,91.82,6.15
Port Augusta,75,AU,1538154000,53,-32.49,137.76,51.8,11.41
Los Aquijes,90,PE,1538154000,30,-14.1,-75.69,71.6,8.05
Asosa,12,ET,1538155626,93,10.07,34.53,64.91,2.57
Magistralnyy,0,RU,1538155626,91,56.17,107.45,34.67,3.36
Vakhrushevo,20,RU,1538152200,70,55.23,61.73,44.6,13.42
Maxixe,20,MZ,1538150400,83,-23.86,35.35,78.8,12.75
Tashara,32,RU,1538155627,79,55.52,83.51,55.28,8.5
Kyabe,32,TD,1538155627,64,9.45,18.94,83.81,2.13
Port Macquarie,32,AU,1538154000,87,-31.43,152.91,57.2,2.24
Concordia,90,MX,1538152980,83,23.29,-106.07,80.6,3.36
Manyana,75,BW,1538154000,56,-24.78,25.59,71.6,11.41
Fairbanks,20,US,1538153580,16,64.84,-147.72,35.06,9.17
Forestville,75,CA,1538154000,58,48.74,-69.09,57.2,9.17
Lulea,0,SE,1538153400,100,65.58,22.15,33.8,10.18
Hailar,0,CN,1538155629,86,49.2,119.7,36.2,9.17
Zabid,0,YE,1538155629,23,14.2,44.5,58.16,4.81
Skjervoy,20,NO,1538153400,86,70.03,20.97,37.4,14.99
Ketchikan,40,US,1538153760,86,55.34,-131.65,55.04,17.22
Barinas,68,VE,1538155630,81,8.64,-70.23,87.77,4.7
Balabac,12,PH,1538155630,100,7.99,117.06,83.18,8.95
Abu Dhabi,0,AE,1538150400,66,24.47,54.37,91.4,8.05
Bauchi,88,NG,1538155630,72,10.31,9.85,78.05,4.03
Mandalgovi,0,MN,1538155631,81,45.76,106.27,28.1,11.86
Tibu,64,CO,1538155631,70,8.64,-72.74,84.71,2.68
Grand Baie,75,MU,1538154000,64,-20.02,57.58,73.4,11.41
Sept-Iles,90,CA,1538154000,70,50.2,-66.38,48.2,20.8
Taoudenni,0,ML,1538155631,14,22.68,-3.98,95.78,5.7
Kavaratti,76,IN,1538155632,100,10.57,72.64,82.82,9.4
Gurupi,8,BR,1538155632,71,-11.73,-49.07,89.48,4.59
Yar-Sale,36,RU,1538155632,84,66.83,70.83,54.02,21.47
Ambilobe,0,MG,1538155633,56,-13.19,49.05,75.35,17.45
Nizhniy Tsasuchey,36,RU,1538155555,88,50.52,115.13,41.96,14.54
Harbour Breton,100,CA,1538155633,96,47.48,-55.8,53.84,16.89
Sladkovo,8,RU,1538155633,82,55.53,70.34,44.12,13.98
Gold Coast,0,AU,1538154000,82,-28.0,153.41,68.0,12.75
Pamplona,0,ES,1538154000,53,42.82,-1.64,82.4,13.87
Aitape,0,PG,1538155634,97,-3.15,142.36,80.21,4.7
Coolum Beach,0,AU,1538155634,100,-26.53,153.09,64.37,6.82
Bien Hoa,75,VN,1538154000,94,10.95,106.82,80.6,4.7
Dingle,0,IE,1538155635,90,52.14,-10.27,56.0,7.72
Atambua,0,ID,1538155635,100,-9.11,124.89,74.9,5.7
Nishihara,75,JP,1538152200,77,35.74,139.53,68.0,6.93
Turbat,0,PK,1538155635,49,26.0,63.05,81.38,7.05
Caravelas,0,BR,1538155635,100,-17.73,-39.27,77.6,18.68
Tuatapere,8,NZ,1538155636,87,-46.13,167.69,52.31,25.61
Dong Hoi,92,VN,1538155636,100,17.48,106.6,77.42,7.83
Sturgeon Bay,75,US,1538153760,68,44.83,-87.38,51.98,14.99
Vostok,12,RU,1538155636,74,46.45,135.83,29.27,1.9
Lamu,92,KE,1538155636,90,-2.27,40.9,77.42,16.22
Padang,20,ID,1538155637,100,-0.92,100.36,82.46,6.26
Ilawa,76,PL,1538155637,64,53.6,19.57,52.58,12.86
Sun City West,1,US,1538153880,22,33.66,-112.34,89.96,5.82
La Romana,40,DO,1538154000,66,18.43,-68.97,89.6,6.93
Mana,32,GF,1538155637,61,5.67,-53.78,89.21,3.91
Salalah,0,OM,1538153400,83,17.01,54.1,77.0,2.24
Katav-Ivanovsk,88,RU,1538155638,96,54.75,58.21,40.25,8.05
Fort Nelson,90,CA,1538154000,70,58.81,-122.69,32.0,2.24
Araguaina,24,BR,1538155638,76,-7.19,-48.21,88.85,3.69
Viedma,92,AR,1538155638,100,-40.81,-62.99,57.8,11.18
Kearney,90,US,1538153700,70,40.7,-99.08,48.02,18.34
Naples,75,US,1538149980,63,26.14,-81.79,87.98,8.05
Road Town,40,VG,1538154000,66,18.42,-64.62,89.06,11.41
Shenjiamen,80,CN,1538155639,90,29.96,122.3,75.89,26.96
Tynda,20,RU,1538155639,88,55.15,124.74,36.74,4.14
Bodaybo,8,RU,1538155639,83,57.85,114.2,29.27,1.34
Touros,0,BR,1538155639,62,-5.2,-35.46,85.25,16.78
Chicama,75,PE,1538154000,77,-7.84,-79.15,66.2,12.75
Green Valley,1,US,1538153760,54,40.41,-89.64,70.16,8.05
Rosetown,8,CA,1538155640,62,51.55,-107.99,41.78,5.59
Limoeiro do Ajuru,12,BR,1538155640,81,-1.9,-49.38,86.78,6.6
Auki,88,SB,1538155640,100,-8.77,160.7,78.05,6.93
Onega,44,RU,1538155640,100,63.91,38.09,45.92,17.22
Naze,80,JP,1538155640,98,28.37,129.48,81.83,32.21
Gongzhuling,92,CN,1538155641,98,43.5,124.81,54.2,12.86
Gornopravdinsk,92,RU,1538155641,100,60.06,69.92,44.12,6.93
Ilo,8,PE,1538155641,70,-17.65,-71.34,69.5,4.36
Kamaishi,68,JP,1538155641,93,39.28,141.86,56.0,1.68
Opelousas,90,US,1538154900,79,30.53,-92.08,77.0,3.36
Garowe,92,SO,1538155641,35,8.41,48.48,87.32,3.02
Carlsbad,90,US,1538154360,81,33.16,-117.35,73.04,6.93
The Valley,20,AI,1538154000,62,18.22,-63.06,89.6,16.11
Perth,0,AU,1538154360,33,-31.95,115.86,64.4,26.4
Hobyo,20,SO,1538155642,86,5.35,48.53,78.5,14.2
Mitsamiouli,20,KM,1538154000,69,-11.38,43.28,78.8,9.17
Ulaangom,0,MN,1538155642,75,49.98,92.07,27.56,1.68
Iturama,44,BR,1538155642,58,-19.73,-50.2,89.39,5.37
Ekuvukeni,92,ZA,1538155642,19,-28.47,30.16,75.53,6.38
Gandia,0,ES,1538154000,50,38.97,-0.18,77.0,8.05
Aguimes,20,ES,1538154000,65,27.91,-15.45,78.8,26.4
Ituiutaba,56,BR,1538155643,40,-18.97,-49.46,90.38,4.14
Hun,0,LY,1538155643,29,29.13,15.95,69.41,10.07
Qasigiannguit,75,GL,1538153400,59,68.82,-51.19,37.4,5.82
Ondo,92,NG,1538155644,97,7.1,4.83,74.81,2.91
Kosh-Agach,12,RU,1538155644,76,49.99,88.66,23.78,2.68
Cap Malheureux,75,MU,1538154000,64,-19.98,57.61,73.4,11.41
Nome,75,US,1538153700,76,30.04,-94.42,79.34,5.82
Valparaiso,90,CL,1538150400,77,-33.04,-71.63,60.8,5.82
Yinchuan,0,CN,1538155644,51,38.48,106.21,39.89,5.48
Staines,8,GB,1538153400,38,51.43,-0.51,60.8,9.17
Myrtle Beach,20,US,1538153760,61,33.7,-78.89,87.98,5.82
